Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Costa Rica,"5,549","32,254","51,957","7,128","14,212",45,"4,327,228",183,177,81
Cote d'Ivoire,927,"1,717","4,299","9,246","14,897",34,"18,584,701",129,172,137
Croatia,"16,375","49,636","99,034","13,723","52,528",36,"455,149",33,18,129
Cuba,417,581,923,"10,436","24,057",125,"11,259,905",98,102,14
Cyprus,"1,638","3,363","5,799","10,553","33,244",38,"836,321",96,63,116
Czech Republic,"13,821","21,960","37,266","15,000","41,486",27,"10,191,762",23,38,189
Democratic Republic of the Congo,343,576,"2,040","8,226","13,557",49,"58,740,547",162,185,60
Denmark,"16,504","28,592","55,443","17,015","47,213",26,"5,416,945",16,24,197
Djibouti,49,93,205,"8,608","16,127",44,"804,206",152,164,89
Dominica,33,45,72,"5,739","22,734",81,"67,827",200,112,24
Dominican Republic,"4,276","19,718","38,644","7,146","21,244",37,"9,469,601",182,126,121
Ecuador,"4,329","13,137","22,336","9,518","18,068",40,"13,060,993",122,150,108
Egypt,"13,851","57,039","92,626","7,823","16,171",41,"72,849,793",174,163,101
El Salvador,"2,678","14,983","34,019","3,795","8,087",42,"6,668,356",217,212,97
Equatorial Guinea,22,27,50,"7,919","11,053",43,"484,098",170,201,92
Estonia,"6,748","13,562","23,768","11,986","42,162",26,"1,344,312",64,34,197
Ethiopia,491,"1,410","3,548","14,317","25,972",28,"78,985,857",26,93,181
Faroe Islands,207,313,682,"24,988","67,524",30,"48,205",2,9,169
Fiji,486,"1,071","2,358","13,284","28,426",35,"828,046",41,84,133
Finland,"60,902","170,261","364,471","12,255","39,982",28,"5,246,004",60,44,181
France,"92,577","172,933","320,672","9,648","42,208",39,"60,990,544",117,33,112
French Guiana,117,177,286,"8,399","33,419",150,"192,099",157,61,7
French Polynesia,208,517,970,"11,222","21,247",22,"255,632",80,125,219
Gabon,249,419,"1,385","6,620","16,988",72,"1,290,693",188,159,30
Gambia,93,163,359,"7,280","11,392",33,"1,617,029",180,198,148
Georgia,"2,085","4,403","7,545","11,069","25,143",34,"4,473,409",84,98,137
Germany,"106,375","186,482","317,622","10,763","33,375",38,"82,652,369",92,62,116
Ghana,"1,276","1,912","4,427","8,262","15,713",55,"2,253,501",161,168,46
Gibraltar,22,64,83,"9,168","25,988",89,291,130,92,22
Greece,"14,290","49,259","83,795","10,850","35,160",31,"11,099,737",90,54,162
Greenland,84,126,195,"28,612","70,330",24,"57,475",1,8,212
Grenada,65,94,140,"6,424","25,222",104,"105,237",193,96,17
Guadeloupe,253,361,609,"10,770","45,920",126,"438,403",91,27,13
Guam,294,836,"2,131","8,656","23,483",46,"16,857",149,106,74
Guatemala,"5,276","18,424","33,968","12,327","15,763",34,"12,709,564",59,167,137
Guernsey,152,330,669,"11,881","45,219",23,0,68,28,215
Guinea,74,94,462,"5,733","17,527",97,"9,002,656",201,155,18
Guinea-Bissau,46,90,215,"9,093","20,028",48,"1,596,929",133,136,62
Guyana,215,376,665,"4,211","11,075",33,"739,472",213,200,148
Haiti,414,759,"1,856","6,612","11,712",36,"9,296,291",189,197,129
Holy See (Vatican City),6,157,276,"13,935","32,009",44,783,29,68,89
Honduras,"2,719","8,273","13,960","9,972","21,122",46,"683,411",107,127,74
Hong Kong,"1,352","24,427","55,668","10,138","37,322",26,"7,057,418",103,53,197
Hungary,"19,533","47,237","81,925","14,107","38,553",26,"10,086,387",28,49,197
Iceland,810,"1,255","2,029","17,901","72,722",31,"295,732",10,7,162
India,"430,479","2,019,704","4,576,526","5,673","13,427",58,"1,134,403,141",202,187,42
Indonesia,"123,550","622,279","1,449,796","9,530","13,881",50,"226,063,044",120,180,56
Iran (Islamic Republic of),"18,038","46,786","101,958","13,496","27,142",37,"69,420,607",36,88,121
Iraq,"3,450","5,474","10,443","4,219","7,254",76,"27,995,984",212,216,28
Ireland,"19,805","40,991","86,376","7,588","22,066",35,"4,143,294",176,121,133
Isle of Man,199,401,779,"12,716","26,088",46,"78,357",53,91,74
Israel,"7,939","44,548","88,565","11,990","23,384",37,"6,692,037",63,108,121
Italy,"159,978","594,351","1,303,579","10,900","31,693",45,"5,864,636",89,69,81
Jamaica,"1,259","2,602","5,151","9,719","28,101",41,"2,682,469",116,86,101
Japan,"45,054","94,944","209,770","8,942","29,331",52,"127,896,740",139,82,52
Jersey,121,236,396,"10,643","42,866",25,0,95,32,207
Jordan,"5,405","28,495","49,870","13,122","16,232",26,"5,544,066",45,162,197
Kazakhstan,"16,882","47,256","91,119","9,001","16,860",46,"15,210,609",137,160,74
Kenya,"2,298","5,232","9,534","10,139","18,190",41,"35,598,952",102,148,101
Kiribati,5,7,10,"9,158","20,552",237,"92,003",131,131,4
"Korea, Democratic People's Republic of",8,8,10,"10,902","41,500",140,"23,615,611",88,37,11
"Korea, Republic of","9,763","18,081","32,612","20,153","104,566",41,"47,869,837",5,1,101
Kuwait,"3,845","29,090","64,412","17,224","74,442",23,"2,700",14,3,215
Kyrgyzstan,"3,501","8,834","18,497","9,357","17,012",34,"5,203,547",126,158,137
Lao People's Democratic Republic,"5,442","12,953","28,921","12,162","22,362",41,"566,391",61,118,101
Latvia,"7,509","17,422","34,543","10,490","32,179",25,"2,301,793",97,66,207
Lebanon,"2,366","5,555","8,351","11,052","40,253",25,"401,074",85,41,207
Lesotho,115,169,"1,101","11,356","34,400",26,"1,980,831",77,59,197
Liberia,99,168,484,"13,150","25,323",27,"3,441,796",44,95,189
Libyan Arab Jamahiriya,"3,646","10,538","23,173","4,425","10,419",52,"5,918,217",211,203,52
Liechtenstein,112,193,362,"15,067","41,534",32,"34,598",21,36,155
Lithuania,"8,049","15,589","28,114","11,966","44,887",28,"3,425,077",66,30,181
Luxembourg,"1,189","2,321","3,788","13,425","43,860",28,"456,613",38,31,181
Macau,35,"1,091","2,493","14,958","38,416",24,"47,309",24,50,212
Madagascar,151,200,370,"6,036","9,622",118,"18,642,586",198,208,15
Malawi,346,545,922,"11,372","20,172",31,"13,226,091",76,134,162
Malaysia,"47,208","472,095","1,083,643","9,578","20,485",40,"25,652,985",118,132,108
Maldives,26,461,784,"15,558","39,031",22,"295,297",20,48,219
Mali,302,438,898,"11,502","30,585",30,"1,161,109",74,75,169
Malta,478,"1,746","2,708","13,256","39,179",26,"402,617",42,47,197
Martinique,253,373,770,"11,337","40,292",113,"395,896",79,40,16
Mauritania,202,342,723,"1,483","3,934",78,"2,963,105",223,224,25
Mauritius,720,"1,519","2,672","10,656","22,533",39,"1,241,173",94,117,112
Mexico,"55,368","204,494","335,104","11,928","22,547",59,"104,266,392",67,116,40
"Micronesia, Federated States of",20,35,96,"6,300","23,765",32,"110,058",195,104,155
Monaco,32,113,213,"9,524","48,568",52,325,121,21,52
Mongolia,730,"1,164","2,498","13,099","20,571",42,"2,580,704",46,130,97
Montenegro,"1,038","3,070","5,676","13,293","34,796",27,"607,969",39,56,189
Montserrat,12,22,27,"3,799","9,882",45,"5,628",216,204,81
Morocco,"10,546","38,346","69,439","12,717","30,709",32,"30,494,991",52,73,155
Mozambique,"1,025","2,035","5,306","8,172","17,373",45,"20,532,675",165,156,81
Namibia,844,"1,822","4,571","9,959","18,398",37,"2,019,677",108,146,121
Nauru,4,6,17,"9,041","17,594",272,"10,111",135,154,3
Nepal,"2,291","4,317","7,891","8,006","13,592",42,"27,093,656",166,184,97
Netherlands,"25,426","48,520","77,318","14,742","67,241",28,"1,632,769",25,10,181
Netherlands Antilles,198,348,672,"17,019","46,773",27,"186,392",15,25,189
New Caledonia,104,149,265,"3,505","15,135",31,"234,185",219,170,162
New Zealand,"6,963","12,042","21,505","12,976","48,797",45,"4,097,112",48,20,81
Nicaragua,"1,536","4,707","7,563","9,539","18,534",36,"5,462,539",119,145,129
Niger,168,282,820,"4,932","6,652",150,"1,326,419",208,219,7
Nigeria,"4,319","7,817","17,349","7,079","13,262",59,"141,356,083",184,189,40
Niue,2,2,5,"10,238","9,144",796,"1,632",100,210,1
Northern Mariana Islands,100,261,487,"9,395","23,860",34,"80,258",124,103,137
Norway,"16,071","22,738","38,637","15,036","63,862",35,"4,638,836",22,12,133
Oman,"3,833","7,011","11,960","15,579","39,294",31,"2,507,042",19,46,162
Pakistan,"34,121","155,406","294,408","9,857","13,709",49,"158,080,591",113,182,60
Palau,30,61,121,"14,131","17,837",50,"20,127",27,152,56
Palestine,929,"6,288","12,919","9,039","13,971",38,"3,762,005",136,179,116
Panama,"2,616","8,859","16,232","8,953","12,768",46,"3,231,502",138,192,74
Papua New Guinea,276,532,"1,458","11,347","21,548",141,"6,069,715",78,124,10
Paraguay,"3,470","7,778","14,355","8,189","12,555",51,"5,904,342",163,193,55
Peru,"10,251","41,615","94,375","10,995","17,833",76,"27,274,266",86,153,28
Philippines,"31,695","200,099","464,375","6,241","12,059",48,"84,566,163",196,196,62
Poland,"73,798","154,825","299,327","8,737","30,481",34,"38,195,558",146,77,137
Portugal,"14,831","28,406","45,849","9,310","29,226",34,"10,528,226",127,83,137
Puerto Rico,"8,170","38,026","92,733","8,888","26,405",56,"3,946,779",142,90,44
Qatar,"2,400","10,997","23,629","19,670","73,615",22,"796,186",6,5,219
Republic of Moldova,"2,181","5,115","8,386","9,909","30,235",30,"3,876,661",111,79,169
Reunion,322,481,976,"11,969","37,603",50,"785,159",65,51,56
Romania,"23,767","70,433","135,522","10,038","26,441",37,"21,627,557",106,89,121
Russia,"286,114","1,023,896","2,128,434","8,664","18,720",48,"143,953,092",147,143,62
Rwanda,496,"1,108","3,868","4,562","10,803",42,"9,233,793",209,202,97
Saint Barthelemy,74,202,455,"7,713","20,052",88,0,175,135,23
Saint Kitts and Nevis,62,92,135,"8,629","22,353",33,"49,138",150,119,148
Saint Lucia,118,209,396,"8,316","30,495",97,"16,124",159,76,18
Saint Martin,32,84,140,"7,908","18,759",97,0,171,142,18
Saint Pierre and Miquelon,1,1,1,"3,829","7,047",33,"6,346",215,217,148
Saint Vincent and the Grenadines,79,145,227,"9,392","32,077",96,"119,137",125,67,21
Samoa,119,283,864,"13,198","18,095",28,"183,845",43,149,181
San Marino,94,196,318,"11,811","30,663",48,"30,214",70,74,62
Sao Tome and Principe,25,32,64,"1,230","4,353",46,"152,622",224,223,74
Saudi Arabia,"41,365","189,161","408,374","17,539","58,916",45,"2,361,236",13,15,81
Senegal,542,"1,135","2,123","9,123","21,962",29,"1,177,034",132,122,176
Serbia,"11,237","30,083","48,751","12,742","37,447",22,"9,863,026",51,52,219
Seychelles,39,64,95,"11,568","19,446",23,"85,532",72,138,215
Sierra Leone,148,256,"1,155","7,926","16,038",38,"5,586,403",169,165,116
Singapore,"1,153","20,243","34,079","17,667","48,125",22,"4,327,468",12,22,219
Slovakia,"9,089","17,152","30,322","10,433","29,763",33,"5,386,995",99,80,148
Slovenia,"5,893","11,730","21,318","9,914","35,090",25,"1,999,425",110,55,207
Solomon Islands,45,64,183,"5,936","9,857",41,"472,419",199,205,101
Somalia,306,614,"1,601","9,479","12,239",78,"8,196,395",123,194,25
South Africa,"22,726","55,981","111,265","8,004","29,444",35,"47,938,663",167,81,133
Spain,"31,769","69,448","132,821","10,738","31,260",50,"43,397,491",93,72,56
Sri Lanka,"6,823","15,047","32,885","8,604","19,798",28,"19,120,763",153,137,181
Sudan,"1,036","2,362","5,247","4,121","7,640",78,"36,899,747",214,214,25
Suriname,401,907,"1,786","11,148","32,946",27,"452,468",83,64,189
Swaziland,79,125,332,"8,380","15,061",54,"1,124,529",158,171,49
Sweden,"9,741","12,998","22,618","12,553","44,948",34,"9,038,049",56,29,137
Switzerland,"16,273","40,554","80,524","17,851","55,824",25,"7,424,389",11,17,207
Syrian Arab Republic,"2,379","5,434","9,970","7,193","18,764",57,"18,893,881",181,141,43
Taiwan,"27,131","373,604","939,601","12,642","41,820",27,0,54,35,189
Tajikistan,"1,004","2,080","4,127","4,556","9,142",43,"6,550,213",210,211,92
Thailand,"116,126","574,559","1,335,783","12,455","24,073",32,"63,002,911",58,101,155
The former Yugoslav Republic of Macedonia,"2,865","10,931","17,550","16,262","40,393",29,"2,033,655",18,39,176
Timor-Leste,171,375,994,"7,872","12,236",37,"1,067,285",172,195,121
Togo,268,410,607,"7,301","25,169",45,"6,238,572",179,97,81
Tonga,33,37,114,"9,291","13,812",55,"99,361",128,181,46
Trinidad and Tobago,"1,123","2,597","4,216","6,742","17,927",34,"1,323,722",187,151,137
Tunisia,"4,493","14,078","26,622","11,163","23,088",29,"10,104,685",82,109,176
Turkey,"37,130","130,818","220,485","13,011","31,422",32,"72,969,723",47,70,155
Turkmenistan,180,225,341,"2,845","4,759",188,"4,833,266",221,222,6
Turks and Caicos Islands,14,19,28,"5,342","19,389",127,"24,459",206,140,12
Uganda,924,"1,674","3,321","6,572","14,649",31,"28,947,181",190,175,162
Ukraine,"60,288","196,903","362,655","9,792","21,672",47,"46,917,544",114,123,68
United Arab Emirates,"5,473","20,859","33,984","20,721","97,225",32,"4,104,291",3,2,155
United Kingdom,"116,339","313,990","617,274","10,094","34,419",39,"60,244,834",105,58,112
United Republic of Tanzania,"1,608","3,081","7,461","8,279","13,624",45,"38,477,873",160,183,81
United States,"602,824","1,216,002","2,421,896","9,859","40,133",46,"299,846,449",112,43,74
United States Virgin Islands,228,472,846,"6,984","22,666",72,"111,408",186,114,30
Uruguay,"2,157","3,900","6,880","13,799","28,224",43,"3,325,727",32,85,92
Uzbekistan,"6,564","15,042","27,085","5,395","9,586",56,"26,593,123",205,209,44
Vanuatu,69,108,191,"5,440","14,399",63,"215,366",204,176,36
Venezuela,"3,599","9,951","21,144","3,670","6,969",66,"26,725,573",218,218,34
Viet Nam,"49,220","138,651","265,317","16,981","33,538",27,"85,028,643",17,60,189
Yemen,155,178,328,"4,993","7,494",196,"21,095,679",207,215,5
Zambia,"1,128","2,015","6,951","8,820","13,386",43,"11,478,317",144,188,92
Zimbabwe,315,394,"1,012","5,559","12,979",48,"13,119,679",203,191,62
